timestamp,file,ticker,form_type,status
2026-05-10T00:40:22.570199,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2023-03-16-Q4FY2022-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570204,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2023-05-24-Q1-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570209,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2023-08-15-Q2-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570213,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2023-11-14-Q3-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570218,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2024-03-12-Q4FY2023-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570223,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2024-05-21-Q1-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570228,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2024-08-20-Q2-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570232,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2024-11-26-Q3-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570237,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2025-03-11-Q4FY2024-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570242,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2025-03-20-Q4FY2024-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570247,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2025-05-27-Q1-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570251,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2025-08-15-Q2-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570256,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2025-11-12-Q3-earnings.md,HESAI,6-K,injected
2026-05-10T00:40:22.570261,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2026-03-25.md,HESAI,6-K,injected
2026-05-10T00:40:22.570265,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2026-04-10a.md,HESAI,6-K,injected
2026-05-10T00:40:22.570270,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2026-04-10b.md,HESAI,6-K,injected
